linha;serie;clube_id;jogador_chave;clube;clube_curto;jogador;posicao;setor;forca;idade;valor_brl;pe;numero;nacionalidade;moral;energia;homonimo;no_patch;salario_semanal
437;A;1023;1023|marciapereira;Sociedade Esportiva Palmeiras;Palmeiras;Márcia Pereira;ZAG;DEF;76;32;43400000;L;10;Brasil;70;100;;editado;340000
441;A;1023;1023|vanessamachado;Sociedade Esportiva Palmeiras;Palmeiras;Vanessa Machado;ZAG;DEF;75;32;40690000;R;19;Brasil;70;100;;editado;320000
434;A;1023;1023|ingridguimaraes;Sociedade Esportiva Palmeiras;Palmeiras;Ingrid Guimarães;LAD;DEF;77;30;51470000;R;12;Brasil;70;100;;editado;360000
424;A;1023;1023|deboraoliveira;Sociedade Esportiva Palmeiras;Palmeiras;Débora Oliveira;PD;ATT;86;29;107380000;L;40;Brasil;70;100;;editado;648000
433;A;1023;1023|camilamelo;Sociedade Esportiva Palmeiras;Palmeiras;Camila Melo;VOL;MID;78;29;57330000;R;32;Brasil;70;100;;editado;380000
448;A;1023;1023|isabelapeixoto;Sociedade Esportiva Palmeiras;Palmeiras;Isabela Peixoto;PE;ATT;65;29;24120000;R;7;Brasil;70;100;;editado;175000
428;A;1023;1023|julianarodrigues;Sociedade Esportiva Palmeiras;Palmeiras;Juliana Rodrigues;LAE;DEF;82;28;82130000;L;22;Brasil;70;100;;editado;496000
427;A;1023;1023|mariaguimaraes;Sociedade Esportiva Palmeiras;Palmeiras;Maria Guimarães;MC;MID;83;27;94000000;R;8;Brasil;70;100;;editado;534000
431;A;1023;1023|danielaalmeida;Sociedade Esportiva Palmeiras;Palmeiras;Daniela Almeida;SA;ATT;80;27;70000000;R;10;Brasil;70;100;;editado;420000
445;A;1023;1023|luanaribeiro;Sociedade Esportiva Palmeiras;Palmeiras;Luana Ribeiro;LAE;DEF;73;27;45500000;L;56;Brasil;70;100;;editado;280000
450;A;1023;1023|valentinarocha;Sociedade Esportiva Palmeiras;Palmeiras;Valentina Rocha;VOL;MID;60;27;18000000;R;17;Brasil;70;100;;editado;130000
442;A;1023;1023|renatacarvalho;Sociedade Esportiva Palmeiras;Palmeiras;Renata Carvalho;ZAG;DEF;75;26;51550000;L;43;Brasil;70;100;;editado;320000
423;A;1023;1023|renatamelo;Sociedade Esportiva Palmeiras;Palmeiras;Renata Melo;CA;ATT;87;25;121420000;L;42;Brasil;70;100;;editado;686000
447;A;1023;1023|carolinabarbosa;Sociedade Esportiva Palmeiras;Palmeiras;Carolina Barbosa;PE;ATT;68;25;30450000;R;7;Brasil;70;100;;editado;202000
430;A;1023;1023|luizaoliveira;Sociedade Esportiva Palmeiras;Palmeiras;Luíza Oliveira;SA;ATT;81;24;73750000;R;19;Brasil;70;100;;editado;458000
436;A;1023;1023|elainepeixoto;Sociedade Esportiva Palmeiras;Palmeiras;Elaine Peixoto;ZAG;DEF;76;24;52950000;R;26;Brasil;70;100;;editado;340000
446;A;1023;1023|lorenaxavier;Sociedade Esportiva Palmeiras;Palmeiras;Lorena Xavier;GOL;GK;70;24;33090000;R;6;Brasil;70;100;;editado;220000
439;A;1023;1023|taisinha;Sociedade Esportiva Palmeiras;Palmeiras;Taisinha;LAE;DEF;75;23;48680000;L;6;Brasil;70;100;;editado;320000
444;A;1023;1023|fernandaaraujo;Sociedade Esportiva Palmeiras;Palmeiras;Fernanda Araújo;ZAG;DEF;74;23;45440000;R;15;Brasil;70;100;;editado;300000
435;A;1023;1023|dani;Sociedade Esportiva Palmeiras;Palmeiras;Daniela;VOL;MID;77;22;54090000;R;17;Brasil;70;100;;editado;360000
440;A;1023;1023|robertateixeira;Sociedade Esportiva Palmeiras;Palmeiras;Roberta Teixeira;ZAG;DEF;75;21;46770000;R;3;Brasil;70;100;;editado;320000
426;A;1023;1023|deboratavares;Sociedade Esportiva Palmeiras;Palmeiras;Débora Tavares;PD;ATT;84;20;89020000;R;11;Brasil;70;100;;editado;572000
429;A;1023;1023|carolinaandrade;Sociedade Esportiva Palmeiras;Palmeiras;Carolina Andrade;LAD;DEF;81;20;68070000;R;4;Brasil;70;100;;editado;458000
451;A;1023;1023|simonebarbosa;Sociedade Esportiva Palmeiras;Palmeiras;Simone Barbosa;MC;MID;59;20;14920000;R;48;Brasil;70;100;;editado;124800
422;A;1023;1023|mariasouza;Sociedade Esportiva Palmeiras;Palmeiras;Maria Souza;CA;ATT;90;19;128180000;R;9;Brasil;70;100;;editado;800000
452;A;10997;10997|sandraxavier;Azulão do Norte;Azulão do Norte;Sandra Xavier;VOL;MID;73;28;43450000;R;14;Brasil;70;100;;editado;280000
453;A;10997;10997|adrianavieira;Azulão do Norte;Azulão do Norte;Adriana Vieira;CA;ATT;69;33;24310000;R;19;Brasil;70;100;;editado;211000
454;A;10997;10997|luizabatista;Azulão do Norte;Azulão do Norte;Luíza Batista;LAD;DEF;68;25;30450000;R;28;Brasil;70;100;;editado;202000
455;A;10997;10997|eduardacardoso;Azulão do Norte;Azulão do Norte;Eduarda Cardoso;LAE;DEF;66;25;27170000;L;24;Brasil;70;100;;editado;184000
456;A;10997;10997|brunaguimaraes;Azulão do Norte;Azulão do Norte;Bruna Guimarães;GOL;GK;65;32;20540000;R;97;Brasil;70;100;;editado;175000
457;A;10997;10997|elainealmeida;Azulão do Norte;Azulão do Norte;Elaine Almeida;VOL;MID;65;23;24570000;R;28;Brasil;70;100;;editado;175000
458;A;10997;10997|vanessabatista;Azulão do Norte;Azulão do Norte;Vanessa Batista;MEI;MID;65;34;18150000;R;15;Brasil;70;100;;editado;175000
459;A;10997;10997|brunaoliveira;Azulão do Norte;Azulão do Norte;Bruna Oliveira;LAD;DEF;64;28;23680000;R;2;Brasil;70;100;;editado;166000
460;A;10997;10997|flavinha;Azulão do Norte;Azulão do Norte;Flavinha;CA;ATT;64;22;22550000;R;9;Brasil;70;100;;editado;166000
461;A;10997;10997|renatapeixoto;Azulão do Norte;Azulão do Norte;Renata Peixoto;PE;ATT;63;22;21000000;R;37;Brasil;70;100;;editado;157000
462;A;10997;10997|sabrinanunes;Azulão do Norte;Azulão do Norte;Sabrina Nunes;ZAG;DEF;63;29;21020000;L;18;Brasil;70;100;;editado;157000
463;A;10997;10997|larissarodrigues;Azulão do Norte;Azulão do Norte;Larissa Rodrigues;ZAG;DEF;63;32;17900000;L;27;Brasil;70;100;;editado;157000
464;A;10997;10997|rafaelabarbosa;Azulão do Norte;Azulão do Norte;Rafaela Barbosa;PE;ATT;63;28;22060000;L;10;Brasil;70;100;;editado;157000
465;A;10997;10997|vitoriasouza;Azulão do Norte;Azulão do Norte;Vitória Souza;VOL;MID;62;33;15620000;L;26;Brasil;70;100;;editado;148000
466;A;10997;10997|larissaxavier;Azulão do Norte;Azulão do Norte;Larissa Xavier;MC;MID;61;31;16150000;L;8;Brasil;70;100;;editado;139000
467;A;10997;10997|giovanamonteiro;Azulão do Norte;Azulão do Norte;Giovana Monteiro;PD;ATT;61;22;17910000;R;22;Brasil;70;100;;editado;139000
468;A;10997;10997|ali;Azulão do Norte;Azulão do Norte;Ali;CA;ATT;61;19;16830000;R;71;Brasil;70;100;;editado;139000
469;A;10997;10997|gabrielanascimento;Azulão do Norte;Azulão do Norte;Gabriela Nascimento;LAD;DEF;61;27;19700000;R;79;Brasil;70;100;;editado;139000
470;A;10997;10997|renataferreira;Azulão do Norte;Azulão do Norte;Renata Ferreira;PE;ATT;61;29;17930000;R;11;Brasil;70;100;;editado;139000
471;A;10997;10997|eduardaribeiro;Azulão do Norte;Azulão do Norte;Eduarda Ribeiro;VOL;MID;60;21;16040000;R;55;Brasil;70;100;;editado;130000
472;A;10997;10997|biancapeixoto;Azulão do Norte;Azulão do Norte;Bianca Peixoto;LAE;DEF;60;24;17020000;L;98;Brasil;70;100;;editado;130000
473;A;10997;10997|isabelamonteiro;Azulão do Norte;Azulão do Norte;Isabela Monteiro;CA;ATT;60;23;16690000;R;99;Brasil;70;100;;editado;130000
474;A;10997;10997|flaviabatista;Azulão do Norte;Azulão do Norte;Flávia Batista;VOL;MID;60;30;15570000;R;18;Brasil;70;100;;editado;130000
475;A;10997;10997|brunarodrigues;Azulão do Norte;Azulão do Norte;Bruna Rodrigues;ZAG;DEF;59;19;14610000;R;3;Brasil;70;100;;editado;124800
476;A;10997;10997|sandrinha;Azulão do Norte;Azulão do Norte;Sandrinha;ZAG;DEF;58;31;13280000;L;5;Brasil;70;100;;editado;119600
477;A;10997;10997|valentinaguimaraes;Azulão do Norte;Azulão do Norte;Valentina Guimarães;MC;MID;58;32;12560000;L;23;Brasil;70;100;;editado;119600
478;A;10997;10997|cristinavieira;Azulão do Norte;Azulão do Norte;Cristina Vieira;MC;MID;58;22;14730000;R;7;Brasil;70;100;;editado;119600
479;A;10997;10997|amandamoreira;Azulão do Norte;Azulão do Norte;Amanda Moreira;ZAG;DEF;58;25;15610000;R;17;Brasil;70;100;;editado;119600
480;A;10997;10997|fernandacosta;Azulão do Norte;Azulão do Norte;Fernanda Costa;ZAG;DEF;58;20;14140000;R;13;Brasil;70;100;;editado;119600
481;A;10997;10997|beatrizferreira;Azulão do Norte;Azulão do Norte;Beatriz Ferreira;GOL;GK;45;21;5350000;R;94;Brasil;70;100;;editado;58000
482;A;221;221|nathaliaaraujo;Vila Praiana;Vila Praiana;Nathalia Araújo;GOL;GK;82;27;86000000;R;77;Brasil;70;100;;editado;496000
483;A;221;221|yasminsouza;Vila Praiana;Vila Praiana;Yasmin Souza;PD;ATT;80;31;57400000;L;32;Brasil;70;100;;editado;420000
484;A;221;221|fabianaoliveira;Vila Praiana;Vila Praiana;Fabiana Oliveira;MC;MID;80;20;61090000;R;49;Brasil;70;100;;editado;420000
485;A;221;221|valentinateixeira;Vila Praiana;Vila Praiana;Valentina Teixeira;MEI;MID;79;28;63510000;R;10;Brasil;70;100;;editado;400000
486;A;221;221|simonealmeida;Vila Praiana;Vila Praiana;Simone Almeida;MC;MID;78;24;59560000;R;25;Brasil;70;100;;editado;380000
487;A;221;221|helenateixeira;Vila Praiana;Vila Praiana;Helena Teixeira;PE;ATT;78;33;45990000;L;22;Brasil;70;100;;editado;380000
488;A;221;221|deniserocha;Vila Praiana;Vila Praiana;Denise Rocha;PD;ATT;76;31;45920000;B;7;Brasil;70;100;;editado;340000
489;A;221;221|amandaandrade;Vila Praiana;Vila Praiana;Amanda Andrade;MEI;MID;76;21;49890000;L;30;Brasil;70;100;;editado;340000
490;A;221;221|vivianevieira;Vila Praiana;Vila Praiana;Viviane Vieira;ZAG;DEF;75;19;44860000;R;4;Brasil;70;100;;editado;320000
491;A;221;221|mariamartins;Vila Praiana;Vila Praiana;Maria Martins;CA;ATT;75;27;52500000;R;11;Brasil;70;100;;editado;320000
492;A;221;221|vanessafarias;Vila Praiana;Vila Praiana;Vanessa Farias;LAE;DEF;75;28;50140000;L;3;Brasil;70;100;;editado;320000
493;A;221;221|fernandavieira;Vila Praiana;Vila Praiana;Fernanda Vieira;ZAG;DEF;73;32;35260000;R;98;Brasil;70;100;;editado;280000
494;A;221;221|cristinafarias;Vila Praiana;Vila Praiana;Cristina Farias;ZAG;DEF;70;23;32450000;R;2;Brasil;70;100;;editado;220000
495;A;221;221|renatafarias;Vila Praiana;Vila Praiana;Renata Farias;PE;ATT;70;31;28700000;R;21;Brasil;70;100;;editado;220000
496;A;221;221|gislainefarias;Vila Praiana;Vila Praiana;Gislaine Farias;LAD;DEF;70;22;31820000;R;18;Brasil;70;100;;editado;220000
497;A;221;221|carlamelo;Vila Praiana;Vila Praiana;Carla Melo;GOL;GK;70;33;25550000;R;23;Brasil;70;100;;editado;220000
498;A;221;221|anamelo;Vila Praiana;Vila Praiana;Ana Melo;ZAG;DEF;69;23;30880000;R;37;Brasil;70;100;;editado;211000
499;A;221;221|mariamachado;Vila Praiana;Vila Praiana;Maria Machado;LAD;DEF;68;23;29300000;R;12;Brasil;70;100;;editado;202000
500;A;221;221|flaviacarvalho;Vila Praiana;Vila Praiana;Flávia Carvalho;CA;ATT;68;34;21650000;R;19;Brasil;70;100;;editado;202000
501;A;221;221|tatianamelo;Vila Praiana;Vila Praiana;Tatiana Melo;MC;MID;68;34;21650000;R;6;Brasil;70;100;;editado;202000
502;A;221;221|giovanasiqueira;Vila Praiana;Vila Praiana;Giovana Siqueira;VOL;MID;67;27;29900000;R;28;Brasil;70;100;;editado;193000
503;A;221;221|gislainetavares;Vila Praiana;Vila Praiana;Gislaine Tavares;PD;ATT;65;22;24090000;L;25;Brasil;70;100;;editado;175000
504;A;221;221|paulacarvalho;Vila Praiana;Vila Praiana;Paula Carvalho;MEI;MID;65;34;18150000;R;16;Brasil;70;100;;editado;175000
505;A;221;221|isabelateixeira;Vila Praiana;Vila Praiana;Isabela Teixeira;PE;ATT;65;24;25050000;R;2;Brasil;70;100;;editado;175000
506;A;221;221|gislainevieira;Vila Praiana;Vila Praiana;Gislaine Vieira;VOL;MID;63;26;22680000;R;15;Brasil;70;100;;editado;157000
507;A;221;221|robertavieira;Vila Praiana;Vila Praiana;Roberta Vieira;LAE;DEF;63;30;19980000;L;31;Brasil;70;100;;editado;157000
508;A;221;221|elainerocha;Vila Praiana;Vila Praiana;Elaine Rocha;ZAG;DEF;63;21;20580000;L;14;Brasil;70;100;;editado;157000
509;A;221;221|fabianasantos;Vila Praiana;Vila Praiana;Fabiana Santos;VOL;MID;63;19;19740000;L;5;Brasil;70;100;;editado;157000
510;A;221;221|jaquelineteixeira;Vila Praiana;Vila Praiana;Jaqueline Teixeira;ZAG;DEF;60;30;15570000;L;26;Brasil;70;100;;editado;130000
511;A;221;221|karinacarvalho;Vila Praiana;Vila Praiana;Karina Carvalho;VOL;MID;60;29;16380000;R;48;Brasil;70;100;;editado;130000
512;A;585;585|ju;Morumbi FC;Morumbi FC;Ju;MC;MID;82;27;86000000;R;8;Brasil;70;100;;editado;496000
513;A;585;585|nataliateixeira;Morumbi FC;Morumbi FC;Natália Teixeira;PD;ATT;79;31;54530000;L;37;Brasil;70;100;;editado;400000
514;A;585;585|elainemartins;Morumbi FC;Morumbi FC;Elaine Martins;MC;MID;77;22;54090000;R;16;Brasil;70;100;;editado;360000
515;A;585;585|ingridmartins;Morumbi FC;Morumbi FC;Ingrid Martins;VOL;MID;76;32;43400000;R;29;Brasil;70;100;;editado;340000
516;A;585;585|karinasiqueira;Morumbi FC;Morumbi FC;Karina Siqueira;CA;ATT;75;25;50590000;L;49;Brasil;70;100;;editado;320000
517;A;585;585|michelebezerra;Morumbi FC;Morumbi FC;Michele Bezerra;ZAG;DEF;75;23;48680000;R;28;Brasil;70;100;;editado;320000
518;A;585;585|julianapinto;Morumbi FC;Morumbi FC;Juliana Pinto;PE;ATT;75;24;49640000;R;11;Brasil;70;100;;editado;320000
519;A;585;585|vitinha;Morumbi FC;Morumbi FC;Vitinha;CA;ATT;74;33;35770000;R;14;Brasil;70;100;;editado;300000
520;A;585;585|adrianaandrade;Morumbi FC;Morumbi FC;Adriana Andrade;LAE;DEF;73;24;43020000;L;13;Brasil;70;100;;editado;280000
521;A;585;585|marciaferreira;Morumbi FC;Morumbi FC;Márcia Ferreira;PE;ATT;73;28;43450000;R;45;Brasil;70;100;;editado;280000
522;A;585;585|gabrielaferreira;Morumbi FC;Morumbi FC;Gabriela Ferreira;MEI;MID;73;22;41360000;B;80;Brasil;70;100;;editado;280000
523;A;585;585|camilamartins;Morumbi FC;Morumbi FC;Camila Martins;CA;ATT;73;34;31170000;L;17;Brasil;70;100;;editado;280000
524;A;585;585|isabelacosta;Morumbi FC;Morumbi FC;Isabela Costa;PE;ATT;71;21;34300000;B;44;Brasil;70;100;;editado;240000
525;A;585;585|helenalima;Morumbi FC;Morumbi FC;Helena Lima;PD;ATT;70;24;33090000;R;7;Brasil;70;100;;editado;220000
526;A;585;585|rafaelaalmeida;Morumbi FC;Morumbi FC;Rafaela Almeida;LAE;DEF;68;33;23070000;L;18;Brasil;70;100;;editado;202000
527;A;585;585|michelepinto;Morumbi FC;Morumbi FC;Michele Pinto;CA;ATT;68;20;27580000;R;9;Brasil;70;100;;editado;202000
528;A;585;585|thaismachado;Morumbi FC;Morumbi FC;Thaís Machado;GOL;GK;68;33;23070000;R;31;Brasil;70;100;;editado;202000
529;A;585;585|talitacarvalho;Morumbi FC;Morumbi FC;Talita Carvalho;LAD;DEF;68;27;31600000;R;42;Brasil;70;100;;editado;202000
530;A;585;585|brunete;Morumbi FC;Morumbi FC;Brunete;CA;ATT;67;25;28810000;L;10;Brasil;70;100;;editado;193000
531;A;585;585|eduardabatista;Morumbi FC;Morumbi FC;Eduarda Batista;MC;MID;65;25;25540000;R;94;Brasil;70;100;;editado;175000
532;A;585;585|fernandalima;Morumbi FC;Morumbi FC;Fernanda Lima;VOL;MID;65;32;20540000;R;33;Brasil;70;100;;editado;175000
533;A;585;585|nataliacardoso;Morumbi FC;Morumbi FC;Natália Cardoso;PE;ATT;65;24;25050000;B;34;Brasil;70;100;;editado;175000
534;A;585;585|anaferreira;Morumbi FC;Morumbi FC;Ana Ferreira;VOL;MID;65;24;25050000;R;30;Brasil;70;100;;editado;175000
535;A;585;585|marciateixeira;Morumbi FC;Morumbi FC;Márcia Teixeira;LAD;DEF;65;22;24090000;R;15;Brasil;70;100;;editado;175000
536;A;585;585|biancabezerra;Morumbi FC;Morumbi FC;Bianca Bezerra;ZAG;DEF;65;33;19340000;L;35;Brasil;70;100;;editado;175000
537;A;585;585|vitorianunes;Morumbi FC;Morumbi FC;Vitória Nunes;ZAG;DEF;63;20;20160000;R;2;Brasil;70;100;;editado;157000
538;A;585;585|biancalima;Morumbi FC;Morumbi FC;Bianca Lima;ZAG;DEF;63;30;19980000;L;37;Brasil;70;100;;editado;157000
539;A;585;585|vanessaoliveira;Morumbi FC;Morumbi FC;Vanessa Oliveira;LAD;DEF;63;23;21420000;R;19;Brasil;70;100;;editado;157000
540;A;585;585|karinapeixoto;Morumbi FC;Morumbi FC;Karina Peixoto;LAD;DEF;60;30;15570000;R;21;Brasil;70;100;;editado;130000
541;A;585;585|gislainepinto;Morumbi FC;Morumbi FC;Gislaine Pinto;GOL;GK;59;30;14790000;L;23;Brasil;70;100;;editado;124800
542;A;978;978|camilagomes;Cruz-Maltino;Cruz-Maltino;Camila Gomes;PE;ATT;81;20;68070000;R;11;Brasil;70;100;;editado;458000
543;A;978;978|alinebatista;Cruz-Maltino;Cruz-Maltino;Aline Batista;LAE;DEF;81;29;70980000;L;66;Brasil;70;100;;editado;458000
544;A;978;978|leticiacorreia;Cruz-Maltino;Cruz-Maltino;Letícia Correia;ZAG;DEF;81;24;73750000;L;30;Brasil;70;100;;editado;458000
545;A;978;978|fabianasilva;Cruz-Maltino;Cruz-Maltino;Fabiana Silva;ZAG;DEF;79;27;66500000;R;46;Brasil;70;100;;editado;400000
546;A;978;978|gabrielamartins;Cruz-Maltino;Cruz-Maltino;Gabriela Martins;PD;ATT;78;26;61850000;R;17;Brasil;70;100;;editado;380000
547;A;978;978|rafaelapeixoto;Cruz-Maltino;Cruz-Maltino;Rafaela Peixoto;GOL;GK;78;19;53840000;R;1;Brasil;70;100;;editado;380000
548;A;978;978|yasminlima;Cruz-Maltino;Cruz-Maltino;Yasmin Lima;LAD;DEF;77;22;54090000;R;96;Brasil;70;100;;editado;360000
549;A;978;978|carlaxavier;Cruz-Maltino;Cruz-Maltino;Carla Xavier;LAE;DEF;77;22;54090000;L;6;Brasil;70;100;;editado;360000
550;A;978;978|adrianafreitas;Cruz-Maltino;Cruz-Maltino;Adriana Freitas;VOL;MID;76;26;54980000;R;88;Brasil;70;100;;editado;340000
551;A;978;978|mariapereira;Cruz-Maltino;Cruz-Maltino;Maria Pereira;PD;ATT;76;32;43400000;R;18;Brasil;70;100;;editado;340000
552;A;978;978|vanessamoreira;Cruz-Maltino;Cruz-Maltino;Vanessa Moreira;CA;ATT;75;29;47780000;R;20;Brasil;70;100;;editado;320000
553;A;978;978|luanagomes;Cruz-Maltino;Cruz-Maltino;Luana Gomes;MEI;MID;74;27;49000000;R;10;Brasil;70;100;;editado;300000
554;A;978;978|biancafarias;Cruz-Maltino;Cruz-Maltino;Bianca Farias;CA;ATT;73;26;44670000;R;77;Brasil;70;100;;editado;280000
555;A;978;978|elainetavares;Cruz-Maltino;Cruz-Maltino;Elaine Tavares;PD;ATT;71;19;32900000;L;28;Brasil;70;100;;editado;240000
556;A;978;978|francielefreitas;Cruz-Maltino;Cruz-Maltino;Franciele Freitas;MC;MID;70;33;25550000;B;98;Brasil;70;100;;editado;220000
557;A;978;978|jaquelinenunes;Cruz-Maltino;Cruz-Maltino;Jaqueline Nunes;LAD;DEF;68;30;27330000;R;2;Brasil;70;100;;editado;202000
558;A;978;978|paulaandrade;Cruz-Maltino;Cruz-Maltino;Paula Andrade;PE;ATT;68;24;29880000;R;7;Brasil;70;100;;editado;202000
559;A;978;978|binha;Cruz-Maltino;Cruz-Maltino;Binha;VOL;MID;67;23;27730000;R;23;Brasil;70;100;;editado;193000
560;A;978;978|yasminmelo;Cruz-Maltino;Cruz-Maltino;Yasmin Melo;VOL;MID;66;34;19320000;L;85;Brasil;70;100;;editado;184000
561;A;978;978|sandramachado;Cruz-Maltino;Cruz-Maltino;Sandra Machado;ZAG;DEF;66;26;27690000;R;4;Brasil;70;100;;editado;184000
562;A;978;978|jessicarocha;Cruz-Maltino;Cruz-Maltino;Jéssica Rocha;PD;ATT;66;21;25120000;R;7;Brasil;70;100;;editado;184000
563;A;978;978|adrianabarbosa;Cruz-Maltino;Cruz-Maltino;Adriana Barbosa;ZAG;DEF;65;29;24120000;L;43;Brasil;70;100;;editado;175000
564;A;978;978|tatianabatista;Cruz-Maltino;Cruz-Maltino;Tatiana Batista;VOL;MID;65;20;23130000;R;25;Brasil;70;100;;editado;175000
565;A;978;978|larissacarvalho;Cruz-Maltino;Cruz-Maltino;Larissa Carvalho;GOL;GK;64;22;22550000;R;13;Brasil;70;100;;editado;166000
566;A;978;978|camilanunes;Cruz-Maltino;Cruz-Maltino;Camila Nunes;VOL;MID;63;20;20160000;R;8;Brasil;70;100;;editado;157000
567;A;978;978|kellyfarias;Cruz-Maltino;Cruz-Maltino;Kelly Farias;MC;MID;63;20;20160000;B;3;Brasil;70;100;;editado;157000
568;A;978;978|anapeixoto;Cruz-Maltino;Cruz-Maltino;Ana Peixoto;LAE;DEF;63;33;16860000;L;25;Brasil;70;100;;editado;157000
569;A;978;978|adrianamonteiro;Cruz-Maltino;Cruz-Maltino;Adriana Monteiro;LAE;DEF;61;27;19700000;L;27;Brasil;70;100;;editado;139000
570;A;978;978|talitafarias;Cruz-Maltino;Cruz-Maltino;Talita Farias;MEI;MID;59;30;14790000;R;17;Brasil;70;100;;editado;124800
571;A;978;978|alinefarias;Cruz-Maltino;Cruz-Maltino;Aline Farias;LAD;DEF;49;29;7640000;R;60;Brasil;70;100;;editado;74000
572;A;2125;2125|cristinacarvalho;Rubro-Negro Baiano;Rubro-Negro Baiano;Cristina Carvalho;LAE;DEF;73;33;33220000;L;36;Brasil;70;100;;editado;280000
573;A;2125;2125|kellyribeiro;Rubro-Negro Baiano;Rubro-Negro Baiano;Kelly Ribeiro;MEI;MID;73;32;35260000;L;10;Brasil;70;100;;editado;280000
574;A;2125;2125|deborafarias;Rubro-Negro Baiano;Rubro-Negro Baiano;Débora Farias;GOL;GK;71;19;32900000;R;1;Brasil;70;100;;editado;240000
575;A;2125;2125|luanapinto;Rubro-Negro Baiano;Rubro-Negro Baiano;Luana Pinto;VOL;MID;71;20;33600000;R;44;Brasil;70;100;;editado;240000
576;A;2125;2125|robertacorreia;Rubro-Negro Baiano;Rubro-Negro Baiano;Roberta Correia;VOL;MID;71;33;28100000;R;28;Brasil;70;100;;editado;240000
577;A;2125;2125|tatianapeixoto;Rubro-Negro Baiano;Rubro-Negro Baiano;Tatiana Peixoto;PD;ATT;71;23;35700000;L;33;Brasil;70;100;;editado;240000
578;A;2125;2125|deborabezerra;Rubro-Negro Baiano;Rubro-Negro Baiano;Débora Bezerra;LAE;DEF;70;34;23980000;L;13;Brasil;70;100;;editado;220000
579;A;2125;2125|sabrinamelo;Rubro-Negro Baiano;Rubro-Negro Baiano;Sabrina Melo;PE;ATT;70;25;33730000;L;12;Brasil;70;100;;editado;220000
580;A;2125;2125|lu;Rubro-Negro Baiano;Rubro-Negro Baiano;Lu;MEI;MID;69;26;32690000;L;17;Brasil;70;100;;editado;211000
581;A;2125;2125|raquelsilva;Rubro-Negro Baiano;Rubro-Negro Baiano;Raquel Silva;ZAG;DEF;69;25;32090000;R;5;Brasil;70;100;;editado;211000
582;A;2125;2125|paulaferreira;Rubro-Negro Baiano;Rubro-Negro Baiano;Paula Ferreira;LAD;DEF;69;33;24310000;R;2;Brasil;70;100;;editado;211000
583;A;2125;2125|kellyguimaraes;Rubro-Negro Baiano;Rubro-Negro Baiano;Kelly Guimarães;ZAG;DEF;68;32;24490000;R;25;Brasil;70;100;;editado;202000
584;A;2125;2125|fabianalima;Rubro-Negro Baiano;Rubro-Negro Baiano;Fabiana Lima;LAD;DEF;68;20;27580000;R;45;Brasil;70;100;;editado;202000
585;A;2125;2125|marcinha;Rubro-Negro Baiano;Rubro-Negro Baiano;Marcinha;CA;ATT;68;29;28760000;L;9;Brasil;70;100;;editado;202000
586;A;2125;2125|raquelpereira;Rubro-Negro Baiano;Rubro-Negro Baiano;Raquel Pereira;MEI;MID;66;19;24100000;R;6;Brasil;70;100;;editado;184000
587;A;2125;2125|bru;Rubro-Negro Baiano;Rubro-Negro Baiano;Bru;VOL;MID;66;23;26150000;R;16;Brasil;70;100;;editado;184000
588;A;2125;2125|lainha;Rubro-Negro Baiano;Rubro-Negro Baiano;Lainha;PE;ATT;65;22;24090000;R;29;Brasil;70;100;;editado;175000
589;A;2125;2125|vivianearaujo;Rubro-Negro Baiano;Rubro-Negro Baiano;Viviane Araújo;CA;ATT;65;30;22920000;R;79;Brasil;70;100;;editado;175000
590;A;2125;2125|leticiapereira;Rubro-Negro Baiano;Rubro-Negro Baiano;Letícia Pereira;CA;ATT;64;26;24350000;R;23;Brasil;70;100;;editado;166000
591;A;2125;2125|luanalima;Rubro-Negro Baiano;Rubro-Negro Baiano;Luana Lima;PE;ATT;64;25;23900000;R;3;Brasil;70;100;;editado;166000
592;A;2125;2125|rafaelasouza;Rubro-Negro Baiano;Rubro-Negro Baiano;Rafaela Souza;LAD;DEF;63;26;22680000;R;98;Brasil;70;100;;editado;157000
593;A;2125;2125|talitacorreia;Rubro-Negro Baiano;Rubro-Negro Baiano;Talita Correia;LAE;DEF;63;29;21020000;L;83;Brasil;70;100;;editado;157000
594;A;2125;2125|helenabezerra;Rubro-Negro Baiano;Rubro-Negro Baiano;Helena Bezerra;ZAG;DEF;63;21;20580000;R;43;Brasil;70;100;;editado;157000
595;A;2125;2125|carolinacavalcanti;Rubro-Negro Baiano;Rubro-Negro Baiano;Carolina Cavalcanti;PD;ATT;63;28;22060000;R;20;Brasil;70;100;;editado;157000
596;A;2125;2125|francieleoliveira;Rubro-Negro Baiano;Rubro-Negro Baiano;Franciele Oliveira;CA;ATT;62;24;20230000;R;31;Brasil;70;100;;editado;148000
597;A;2125;2125|ingridnunes;Rubro-Negro Baiano;Rubro-Negro Baiano;Ingrid Nunes;VOL;MID;61;28;18810000;L;21;Brasil;70;100;;editado;139000
598;A;2125;2125|paulinha;Rubro-Negro Baiano;Rubro-Negro Baiano;Paulinha;VOL;MID;60;29;16380000;R;95;Brasil;70;100;;editado;130000
599;A;2125;2125|jessicaxavier;Rubro-Negro Baiano;Rubro-Negro Baiano;Jéssica Xavier;MC;MID;60;21;16040000;R;88;Brasil;70;100;;editado;130000
